time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-17 00:00:00+00:00,8,5,6,5
2026-08-18 00:00:00+00:00,13,6,6,5
2026-08-19 00:00:00+00:00,5,5,20,9
2026-08-20 00:00:00+00:00,46,14,32,24
2026-08-21 00:00:00+00:00,23,8,19,7
2026-08-22 00:00:00+00:00,21,15,9,3
2026-08-23 00:00:00+00:00,4,4,7,5
2026-08-24 00:00:00+00:00,6,5,7,1
2026-08-25 00:00:00+00:00,12,7,4,4
2026-08-26 00:00:00+00:00,10,7,12,8
2026-08-27 00:00:00+00:00,2,2,11,7
2026-08-28 00:00:00+00:00,6,5,11,7
2026-08-29 00:00:00+00:00,3,3,4,4
2026-08-30 00:00:00+00:00,7,5,9,4
