url_path,views_total,views_unique
/shalenMathew/Quotes-app,36,23
/shalenMathew/Quotes-app/releases,10,7
/shalenMathew/Quotes-app/releases/tag/v5.4,7,4
/shalenMathew/Quotes-app/commit/5a08efb5f26f1de9be9a6751d642262147981fe3,4,4
/shalenMathew/Quotes-app/actions,3,2
/shalenMathew/Quotes-app/tree/master,3,1
/shalenMathew/Quotes-app/tree/refs/heads/master,3,1
/shalenMathew/Quotes-app/issues,2,2
/shalenMathew/Quotes-app/commit/40779f806844c201c731b7bd86506b519c487b3d,2,1
/shalenMathew/Quotes-app/tree/master/app,2,1
