url_path,views_total,views_unique
/shalenMathew/Quotes-app,38,17
/shalenMathew/Quotes-app/tree/master/app,7,6
/shalenMathew/Quotes-app/tree/master/app/src/main,6,5
/shalenMathew/Quotes-app/issues,6,3
/shalenMathew/Quotes-app/releases,5,5
/shalenMathew/Quotes-app/tree/master/app/src,5,4
/shalenMathew/Quotes-app/releases/tag/v2.5,5,3
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp,4,4
/shalenMathew/Quotes-app/blob/master/app/src/main/java/com/shalenmathew/quotesapp/data/remote/QuoteApi.kt,3,2
/shalenMathew/Quotes-app/blob/master/app/src/main/java/com/shalenmathew/quotesapp/di/AppModule.kt,3,2
