url_path,views_total,views_unique
/shalenMathew/Quotes-app,42,30
/shalenMathew/Quotes-app/tree/master/app,10,5
/shalenMathew/Quotes-app/releases,9,6
/shalenMathew/Quotes-app/issues,7,4
/shalenMathew/Quotes-app/tree/master/app/src,5,5
/shalenMathew/Quotes-app/tree/master/app/src/main/res,5,2
/shalenMathew/Quotes-app/forks,4,1
/shalenMathew/Quotes-app/releases/tag/v5.1,3,3
/shalenMathew/Quotes-app/tree/master/app/src/main,3,3
/shalenMathew/Quotes-app/fork,3,2
