url_path,views_total,views_unique
/shalenMathew/Quotes-app,28,21
/shalenMathew/Quotes-app/commits/master,12,1
/shalenMathew/Quotes-app/tree/master/app,9,6
/shalenMathew/Quotes-app/issues,6,3
/shalenMathew/Quotes-app/tree/master/app/src,5,3
/shalenMathew/Quotes-app/tree/master/app/src/main,4,2
/shalenMathew/Quotes-app/releases/tag/v5.1,4,1
/shalenMathew/Quotes-app/releases,3,2
/shalenMathew/Quotes-app/commit/5a08efb5f26f1de9be9a6751d642262147981fe3,2,2
/shalenMathew/Quotes-app/pulls,2,2
