url_path,views_total,views_unique
/shalenMathew/Quotes-app,50,38
/shalenMathew/Quotes-app/releases,9,8
/shalenMathew/Quotes-app/releases/tag/v5.4,6,6
/shalenMathew/Quotes-app/commit/5a08efb5f26f1de9be9a6751d642262147981fe3,4,4
/shalenMathew/Quotes-app/issues,3,3
/shalenMathew/Quotes-app/tree/master/app,3,2
/shalenMathew/Quotes-app/tree/master/app/src,3,2
/shalenMathew/Quotes-app/tree/master,3,1
/shalenMathew/Quotes-app/tree/master/app/src/main,2,2
/shalenMathew/Quotes-app/commit/40779f806844c201c731b7bd86506b519c487b3d,2,1
